,name,experiences_offered,transit,host_since,host_location,host_response_time,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
180,SUPER COZY Mid Century LA House with city view.,none,"Close to highway I-5,I-10,I-110. Downtown LA 10 minutes distance . If you don't have a car, there is easy access to Los Angeles and Pasadena at the bottom of Mt Washington. The Gold Line stops on Heritage Square and can take you downtown, to Union Station, from which you can travel anywhere in the city (or the state, as Amtrak also departs from there) or, take it in the other direction to Pasadena. GROCERY STORES  are easy to access as well, from Superior on Figueroa Street to Super King on San Fernando Road, Sprout on Eagle Rock Blvd  or Trader""s Joe and Eagle Rock Plaza on Colorado Blvd o.r even Farmers Markets.",2011-04-24,"Los Angeles, California, United States",within an hour,f,Mount Washington,2.0,2.0,t,t,"Los Angeles, CA, United States",Mount Washington,Mount Washington,City of Los Angeles,Los Angeles,CA,90065,Los Angeles,"Los Angeles, CA",US,United States,34.091919434818806,-118.21793285144643,t,House,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Baby bath"",""High chair"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",$199.00,,,$150.00,$89.00,4,$0.00,1,1125,1,1,1125,1125,1.0,1125.0,t,3,31,50,320,193,27,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,2,2,0,0,2.57
181,Stand Alone Studio Cottage Retreat,none,,2011-05-02,"Carson, California, United States",within an hour,t,Carson,1.0,1.0,t,t,"Carson, CA, United States",Carson,Carson,Other Cities,Carson,CA,90745,Los Angeles,"Carson, CA",US,United States,33.82737718513732,-118.27963891081586,t,Guesthouse,Entire home/apt,2,1.0,,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Bed linens"",""Extra pillows and blankets""}",$65.00,$380.00,,,,1,$0.00,5,60,5,5,60,60,5.0,60.0,t,15,28,58,307,318,50,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,moderate,f,f,1,1,0,0,3.42
182,Silver Lake Cottage (Los Angeles 90026),none,,2011-05-02,"Los Angeles, California, United States",within a few hours,f,Echo Park,3.0,3.0,t,t,"Los Angeles, CA, United States",Echo Park,Silver Lake,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.087670848733644,-118.26423988846338,t,Guesthouse,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Other,""Lake access""}",$78.00,,"$1,950.00",$0.00,$60.00,1,$12.00,2,365,2,2,365,365,2.0,365.0,t,5,29,59,328,175,48,94.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,2,2,0,0,1.87
183,2 Room Poolside Guesthouse +bikes,none,"LOCATION:  Airbnb provides the location on its maps. Click on maps above the photos. We are in Long Beach about a 30-minute drive from LAX, Downtown L.A., or Disneyland, all of which are in different directions from here. You can find us by doing a map search online for ""7th and PCH 90814, USA"" Many of our guests use this as a base to visit L.A., Disneyland (20 miles), Universal Studios (40 miles), Santa Monica (36 miles), Laguna Beach (31 miles) and all other Southern California attractions. We also highly recommend checking out the local shopping and beaches. We are a bike ride away from the Long Beach Aquarium and the Queen Mary. This is a fabulous place to visit.   Cal State Long Beach is walking distance and Long Beach Convention Center is 4.5 miles.  VISITING L.A.: If this is your first visit to Southern California and you intend to travel to see the sights, you should know that the Los Angeles area is spread out and it is very useful to have a car.  A popular day-trip for our gu",2011-05-03,"Long Beach, California, United States",within a few hours,t,Long Beach,1.0,1.0,t,t,"Long Beach, CA, United States",Long Beach,Long Beach,Other Cities,Long Beach,CA,90814,Los Angeles,"Long Beach, CA",US,United States,33.773907780345866,-118.1236860613854,t,Guesthouse,Entire home/apt,7,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Wifi,""Wheelchair accessible"",Pool,""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",Kitchenette,""Full kitchen""}",$90.00,,,$150.00,$40.00,1,$11.00,1,9,1,1,9,9,1.0,9.0,t,12,39,64,154,586,134,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,6.4
184,Great top floor apt. in top LA area,none,"Yes, numerous bus lines service the area and they are all just one block away from my apt. You can be in heart of Hollywood in 10 mins or connect with subway and be downtown LA in 20 mins.",2011-05-09,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,1.0,1.0,t,f,"Los Angeles, CA, United States",Mid-Wilshire,Fairfax,City of Los Angeles,Los Angeles,CA,90036,Los Angeles,"Los Angeles, CA",US,United States,34.078682751859944,-118.36105832838629,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,Kitchen,""Smoking allowed"",""Free street parking"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Host greets you""}",$150.00,$500.00,,$0.00,$30.00,1,$0.00,60,60,60,60,60,60,60.0,60.0,t,0,0,12,101,5,2,80.0,10.0,8.0,10.0,10.0,10.0,9.0,f,t,f,moderate,f,f,1,1,0,0,0.2
185,"AMAZING PRICE, HUGE  TOWNHOUSE IN NOHO",none,There is the North Hollywood metro station about a 10 min walk from here. Very convenient.,2010-04-01,"Los Angeles, California, United States",within an hour,f,North Hollywood,1.0,1.0,t,t,"North Hollywood, CA, United States",North Hollywood,North Hollywood,City of Los Angeles,North Hollywood,CA,91601,Los Angeles,"North Hollywood, CA",US,United States,34.173631545159246,-118.38671221081371,t,House,Private room,2,1.5,1.0,2.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",$48.00,,"$2,200.00",$0.00,$0.00,1,$27.00,7,730,7,7,730,730,7.0,730.0,t,30,60,90,365,14,6,97.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,1,0,1,0,0.24
186,"Cali, Cozy, Rustic Log Cabin Feel",none,,2011-05-10,"Los Angeles, California, United States",within a few hours,f,Mid-Wilshire,1.0,1.0,t,t,"Los Angeles, CA, United States",Mid-Wilshire,Mid-City,City of Los Angeles,Los Angeles,CA,90035,Los Angeles,"Los Angeles, CA",US,United States,34.048912551646154,-118.37120677086426,t,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}",$80.00,$500.00,"$1,200.00",$100.00,$30.00,1,$15.00,1,365,1,1,365,365,1.0,365.0,t,19,49,79,354,10,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,moderate,f,f,1,0,1,0,0.25
187,Executive 1 Bedroom Suite-LUXURY!!!,none,Los Angeles is a car city. But fear not. You have 2 major busses near by that will get you to the metro and train station.,2011-05-11,"Los Angeles, California, United States",within a day,t,West Hollywood,2.0,2.0,t,t,"Los Angeles, CA, United States",West Hollywood,West Hollywood,Other Cities,Los Angeles,CA,90046,Los Angeles,"Los Angeles, CA",US,United States,34.096593538261864,-118.3684332203465,t,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",$125.00,,,$300.00,$80.00,1,$0.00,30,150,30,30,150,150,30.0,150.0,t,0,0,0,260,25,5,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.28
188,Charming Cottage- like Studio,none,,2011-05-12,"Los Angeles, California, United States",within a day,f,Bel Air/Beverly Crest,1.0,1.0,t,f,"Los Angeles, CA, United States",Bel Air/Beverly Crest,Bel-Air,City of Los Angeles,Los Angeles,CA,90077,Los Angeles,"Los Angeles, CA",US,United States,34.124235660882604,-118.46571181223051,t,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly""}",$89.00,$580.00,"$1,895.00",$150.00,$75.00,1,$10.00,5,90,5,5,90,90,5.0,90.0,t,28,46,46,46,42,5,96.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,strict_14_with_grace_period,f,f,1,1,0,0,0.46
189,1 Lovely Private Room near beach,none,,2011-05-09,"Culver City, California, United States",,f,Culver City,1.0,1.0,t,t,"Culver City, CA, United States",Culver City,Culver City,Other Cities,Culver City,CA,90230,Los Angeles,"Culver City, CA",US,United States,33.986581590940894,-118.3816815973655,t,Apartment,Private room,2,2.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,Pool,Kitchen,""Washer / Dryer"",Gym,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer}",$90.00,$630.00,"$1,100.00",$100.00,,1,$0.00,90,270,90,90,270,270,90.0,270.0,t,29,59,89,364,8,0,91.0,9.0,9.0,9.0,10.0,8.0,9.0,f,f,f,strict_14_with_grace_period,t,t,1,0,1,0,0.1
190,Hollywood Holiday,none,,2011-05-16,"Los Angeles, California, United States",,f,Hollywood,3.0,3.0,t,t,"Los Angeles, CA, United States",Hollywood,Hollywood,City of Los Angeles,Los Angeles,CA,90028,Los Angeles,"Los Angeles, CA",US,United States,34.102397042623785,-118.33391316720316,t,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Elevator,Heating,Washer,Dryer}",$120.00,$770.00,,,,1,$0.00,1,14,1,1,14,14,1.0,14.0,t,0,0,0,0,64,0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,flexible,f,t,3,2,1,0,0.69
191,Motel Rm $350 wk /free wifi and parking,none,We are located 5 min walk  south of the metroline station at Longbeach on the greenline . This greenline goes to the airport LAX.,2010-08-08,"Lynwood, California, United States",within a few hours,f,Lynwood,6.0,6.0,t,t,"Lynwood, CA, United States",Lynwood,Lynwood,Other Cities,Lynwood,CA,90262,Los Angeles,"Lynwood, CA",US,United States,33.92002466067227,-118.20803675410713,t,Hotel,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$58.00,$285.00,,,,1,$0.00,1,25,1,1,25,25,1.0,25.0,t,29,59,89,178,34,0,89.0,9.0,9.0,9.0,9.0,8.0,9.0,f,f,f,flexible,f,f,6,0,6,0,0.38
192,Modern Townhome near LA/Pasadena,none,"We have a 2 car garage and there is room for 2 more cars within our property - There is plenty of street parking as well - There is a gas station right next door with a convenience store 711 as well for any last minute runs for grocery etc -  Los Angeles public transport is not the most efficient and hence a rental car is advisable - If not, the bus stop is within a block from us -  Most of our guests take the rental car/shuttle/cab from the airport ",2011-05-21,"Los Angeles, California, United States",within an hour,f,El Sereno,1.0,1.0,t,t,"Los Angeles, CA, United States",El Sereno,El Sereno,City of Los Angeles,Los Angeles,CA,90032,Los Angeles,"Los Angeles, CA",US,United States,34.091019107243824,-118.16404711379091,t,House,Entire home/apt,8,2.5,3.0,5.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad}",$275.00,,,$250.00,$115.00,8,$10.00,1,90,1,1,90,90,1.0,90.0,t,0,9,39,313,57,18,93.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,0.64
193,2bd/1bth-Updated Serene Retreat! 10min to Old Town,none,"The neighborhood has great access to hiking, but to get anywhere in LA you most likely want a car! Another great option is Uber/Lyft.",2010-08-31,"Pasadena, California, United States",within a few hours,t,Altadena,10.0,10.0,t,t,"Altadena, CA, United States",Altadena,Altadena,Unincorporated Areas,Altadena,CA,91001,Los Angeles,"Altadena, CA",US,United States,34.21006584372246,-118.16425237682873,t,House,Entire home/apt,5,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",""Ceiling fan"",""Bedroom comforts"",""Bathroom essentials""}",$208.00,"$1,410.00","$4,050.00",$500.00,$125.00,6,$20.00,3,365,3,4,365,365,3.1,365.0,t,17,40,70,344,11,0,94.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,f,strict_14_with_grace_period,f,f,9,9,0,0,0.13
194,BEVERLY HILLS APT,none,,2011-05-24,"Beverly Hills, California, United States",within a few hours,f,Beverly Hills,1.0,1.0,t,f,"Beverly Hills, CA, United States",Beverly Hills,Beverly Hills,Other Cities,Beverly Hills,CA,90212,Los Angeles,"Beverly Hills, CA",US,United States,34.065719422953904,-118.4030322780072,t,Apartment,Entire home/apt,2,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$139.00,,"$3,500.00",$200.00,$100.00,1,$20.00,2,365,2,2,365,365,2.0,365.0,t,4,34,64,339,23,3,93.0,9.0,9.0,9.0,9.0,10.0,10.0,f,f,f,strict_14_with_grace_period,t,t,1,1,0,0,0.25
195,Venice guest cottage near beach,none,I have free bikes!!!!! Uber or Lyft is also an inexpensive way to get around ( before register first time user get a $20 discount from me . Most of Venice is walk able  from the bungalow. Or use my free bike and cruise around. There is also public transportation via bus and train. You can catch the train in Santa Monica and get downtown Los Angeles or Hollywood within an hour.,2009-08-08,"Los Angeles, California, United States",within an hour,f,Mid-Wilshire,4.0,4.0,t,t,"Venice, CA, United States",Venice,Venice,City of Los Angeles,Venice,CA,90291,Los Angeles,"Venice, CA",US,United States,33.99819295333939,-118.473627962708,t,Bungalow,Entire home/apt,2,1.0,0.0,2.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Pets live on this property"",""Free street parking"",Heating,""Smoke detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Wide hallway clearance"",""Wide doorway"",""Well-lit path to entrance"",""Wide doorway"",""Accessible-height bed"",""Host greets you"",""Hot water kettle""}",$90.00,$575.00,"$2,145.00",$250.00,$25.00,1,$5.00,5,120,5,21,120,120,15.3,120.0,t,0,30,60,91,25,8,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,f,strict_14_with_grace_period,f,f,3,3,0,0,0.28
196,"Cypress in Quiet Canyon: Gourmet Kitchen, W/D, Prk",none,Driveway directly behind this apartment Bus Stop 300' from property,2011-04-20,"Los Angeles, California, United States",within an hour,t,Echo Park,4.0,4.0,t,t,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.090280209390805,-118.24981335741172,t,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Hot water""}",$145.00,"$1,050.00","$3,150.00","$2,500.00",$95.00,1,$20.00,4,1125,4,4,1125,1125,4.0,1125.0,t,25,55,85,360,8,2,95.0,10.0,10.0,10.0,10.0,10.0,8.0,f,f,f,strict_14_with_grace_period,f,f,4,4,0,0,0.12
197,★ Modern Haven | Silverlake + Echo Park ★,none,,2011-05-29,"Austin, Texas, United States",within an hour,f,Echo Park,1.0,1.0,t,f,"Los Angeles, CA, United States",Echo Park,Echo Park,City of Los Angeles,Los Angeles,CA,90026,Los Angeles,"Los Angeles, CA",US,United States,34.08333352197603,-118.26301820028016,t,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",$189.00,"$1,125.00","$3,900.00",$0.00,$120.00,1,$0.00,2,1125,2,2,1125,1125,2.0,1125.0,t,17,47,77,351,139,5,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,f,strict_14_with_grace_period,f,f,1,1,0,0,1.51
